id,id_padre,id_alumno,parentesco
2368,1847,1494,Padre
2369,1848,3044,Padre
2370,1849,2822,Padre
2371,1850,1345,Madre
2372,1851,2567,Madre
2373,1852,2566,Padre
2374,1853,421,Padre
2375,1853,1224,Padre
2376,1854,1331,Madre
2377,1854,1702,Madre
2378,1855,235,Padre
2379,1855,266,Padre
2380,1856,853,Padre
2381,1857,795,Madre
2382,1858,1988,Padre
2383,1859,3350,Madre
2384,1860,4065,Madre
2385,1861,3159,Madre
2386,1862,2680,Padre
2387,1863,2597,Madre
2388,1864,3087,Madre
2389,1865,761,Padre
2390,1866,1663,Padre
2391,1867,1485,Padre
2392,1868,1650,Madre
2393,1869,1377,Madre
2394,1870,735,Padre
2395,1871,3807,Madre
2396,1871,1313,Madre
2397,1872,1687,Madre
2398,1872,792,Madre
2399,1873,2097,Madre
2400,1873,2165,Madre
2401,1874,1111,Madre
2402,1874,3142,Madre
2403,1875,3223,Padre
2404,1876,3506,Madre
2405,1877,3417,Madre
2406,1878,1484,Padre
2407,1879,2511,Padre
2408,1879,292,Padre
2409,1880,2878,Madre
2410,1881,3686,Madre
2411,1882,3363,Madre
2412,1883,3974,Padre
2413,1884,1752,Madre
2414,1884,2934,Madre
2415,1885,2766,Madre
2416,1885,3226,Madre
2417,1886,4001,Madre
2418,1887,814,Madre
2419,1888,2956,Madre
2420,1889,373,Madre
2421,1890,3403,Padre
2422,1891,59,Padre
2423,1892,2124,Padre
2424,1893,760,Padre
2425,1894,2997,Madre
2426,1895,3215,Madre
2427,1896,3728,Padre
2428,1897,1915,Madre
2429,1897,115,Madre
2430,1898,3796,Madre
2431,1899,2976,Padre
2432,1899,2305,Padre
2433,1900,2198,Madre
2434,1901,296,Padre
2435,1901,834,Padre
2436,1902,566,Madre
2437,1902,887,Madre
2438,1903,3399,Padre
2439,1904,3848,Madre
2440,1905,300,Madre
2441,1906,3358,Madre
2442,1907,2234,Padre
2443,1908,3177,Padre
2444,1909,160,Madre
2445,1909,1415,Madre
2446,1909,109,Madre
2447,1910,3009,Padre
2448,1911,3328,Madre
2449,1912,1378,Padre
2450,1913,2486,Padre
2451,1913,2114,Padre
2452,1913,299,Padre
2453,1914,2761,Padre
2454,1915,275,Padre
2455,1916,424,Madre
2456,1917,3521,Padre
2457,1918,3204,Madre
2458,1919,2329,Madre
2459,1920,2700,Padre
2460,1921,3340,Padre
2461,1921,2362,Padre
2462,1922,2091,Padre
2463,1922,1961,Padre
2464,1923,3740,Madre
2465,1924,892,Padre
2466,1925,3593,Madre
2467,1926,3522,Padre
2468,1926,1892,Padre
2469,1927,2737,Padre
2470,1928,2650,Padre
2471,1928,1879,Padre
2472,1929,3508,Madre
2473,1929,3036,Madre
2474,1930,9,Padre
2475,1931,2156,Padre
2476,1932,2758,Padre
2477,1933,3404,Madre
2478,1934,1897,Padre
2479,1934,3310,Padre
2480,1935,3214,Madre
2481,1936,1259,Padre
2482,1937,1772,Madre
2483,1937,315,Madre
2484,1938,45,Padre
2485,1938,39,Padre
2486,1939,1529,Madre
2487,1939,1742,Madre
2488,1939,2268,Madre
2489,1940,2990,Madre
2490,1941,2264,Madre
2491,1942,316,Padre
2492,1943,3421,Padre
2493,1944,3803,Madre
2494,1944,3933,Madre
2495,1945,3935,Madre
2496,1945,1638,Madre
2497,1946,2204,Padre
2498,1947,1253,Madre
2499,1948,3697,Madre
2500,1949,3180,Madre
2501,1950,1577,Madre
2502,1951,4011,Padre
2503,1951,3733,Padre
2504,1952,2527,Padre
2505,1953,2148,Padre
2506,1953,3479,Padre
2507,1953,3057,Padre
2508,1954,2994,Padre
2509,1955,3822,Padre
2510,1955,1713,Padre
2511,1956,4068,Madre
2512,1956,3815,Madre
2513,1957,394,Padre
2514,1957,2039,Padre
2515,1958,3458,Padre
2516,1958,1180,Padre
2517,1959,2698,Madre
2518,1959,2831,Madre
2519,1960,2151,Padre
2520,1961,558,Madre
2521,1962,2300,Madre
2522,1962,2128,Madre
2523,1963,1088,Madre
2524,1964,764,Padre
2525,1965,978,Madre
2526,1966,1503,Padre
2527,1967,1522,Madre
2528,1967,662,Madre
2529,1967,2906,Madre
2530,1968,1775,Madre
2531,1969,1453,Padre
2532,1970,1625,Madre
2533,1971,4087,Padre
2534,1971,3897,Padre
2535,1971,3398,Padre
2536,1972,4056,Madre
2537,1972,655,Madre
2538,1973,2055,Padre
2539,1974,34,Padre
2540,1975,337,Madre
2541,1976,3975,Padre
2542,1977,3965,Padre
2543,1977,218,Padre
2544,1978,676,Padre
2545,1979,3311,Madre
2546,1980,2754,Madre
2547,1981,2775,Padre
2548,1981,1729,Padre
2549,1982,872,Padre
2550,1983,482,Padre
2551,1984,2013,Padre
2552,1985,608,Madre
2553,1985,2703,Madre
2554,1986,905,Madre
2555,1987,1195,Padre
2556,1987,2608,Padre
2557,1988,3335,Madre
2558,1989,1861,Padre
2559,1990,2613,Padre
2560,1990,3712,Padre
2561,1991,770,Madre
2562,1992,1732,Padre
2563,1993,1152,Padre
2564,1993,3520,Padre
2565,1994,3892,Padre
2566,1995,3141,Padre
2567,1995,508,Padre
2568,1996,4088,Madre
2569,1997,603,Padre
2570,1998,1533,Padre
2571,1999,1436,Madre
2572,2000,2023,Madre
2573,2001,1989,Madre
2574,2001,2480,Madre
2575,2001,1390,Madre
2576,2002,3138,Madre
2577,2003,159,Padre
2578,2003,375,Padre
2579,2004,112,Padre
2580,2004,1386,Padre
2581,2005,2892,Padre
2582,2006,3376,Madre
2583,2007,3450,Padre
2584,2008,1773,Padre
2585,2009,1257,Padre
2586,2010,1241,Madre
2587,2011,289,Madre
2588,2012,2983,Padre
2589,2013,2102,Padre
2590,2013,427,Padre
2591,2014,1603,Madre
2592,2015,1057,Padre
2593,2015,1597,Padre
2594,2016,3433,Madre
2595,2016,74,Madre
2596,2017,550,Madre
2597,2018,202,Padre
2598,2018,1314,Padre
2599,2019,1679,Padre
2600,2020,2760,Padre
2601,2021,1232,Madre
2602,2021,833,Madre
2603,2021,997,Madre
2604,2022,1557,Madre
2605,2022,2079,Madre
2606,2023,3413,Madre
2607,2024,3355,Madre
2608,2025,722,Madre
2609,2026,574,Madre
2610,2027,2258,Padre
2611,2028,3200,Padre
2612,2029,2138,Padre
2613,2030,742,Madre
2614,2031,3108,Madre
2615,2031,3519,Madre
2616,2031,3168,Madre
2617,2032,1063,Padre
2618,2032,3256,Padre
2619,2033,1162,Madre
2620,2034,2242,Padre
2621,2035,193,Padre
2622,2036,2692,Madre
2623,2037,826,Padre
2624,2038,1958,Madre
2625,2039,1190,Padre
2626,2040,625,Madre
2627,2041,1401,Madre
2628,2041,3864,Madre
2629,2042,1664,Madre
2630,2043,4008,Madre
2631,2044,718,Padre
2632,2045,3870,Padre
2633,2046,1746,Madre
2634,2047,2614,Madre
2635,2048,3687,Padre
2636,2049,3507,Padre
2637,2050,2655,Padre
2638,2051,908,Madre
2639,2052,1023,Madre
2640,2053,3224,Madre
2641,2053,2753,Madre
2642,2054,145,Madre
2643,2055,2306,Padre
2644,2056,984,Madre
2645,2057,939,Madre
2646,2058,1002,Padre
2647,2058,1483,Padre
2648,2059,3766,Padre
2649,2060,3283,Padre
2650,2061,3055,Madre
2651,2061,1221,Madre
2652,2062,3920,Padre
2653,2063,1463,Madre
2654,2063,1281,Madre
2655,2064,884,Padre
2656,2064,3918,Padre
2657,2065,1404,Madre
2658,2066,2548,Padre
2659,2066,3621,Padre
2660,2066,2241,Padre
2661,2067,1179,Padre
2662,2067,683,Padre
2663,2068,1198,Padre
2664,2069,3701,Madre
2665,2070,272,Madre
2666,2071,390,Madre
2667,2072,1684,Padre
2668,2073,3059,Padre
2669,2074,455,Madre
2670,2074,546,Madre
2671,2075,3765,Madre
2672,2076,1290,Madre
2673,2077,3486,Padre
2674,2078,1797,Madre
2675,2079,975,Padre
2676,2080,1576,Madre
2677,2081,3787,Madre
2678,2082,1940,Madre
2679,2083,2291,Padre
2680,2083,1440,Padre
2681,2084,3049,Madre
2682,2085,3070,Madre
2683,2086,1905,Madre
2684,2087,1575,Madre
2685,2088,4082,Madre
2686,2089,1251,Padre
2687,2090,3179,Padre
2688,2090,958,Padre
2689,2091,2296,Padre
2690,2091,180,Padre
2691,2092,3267,Padre
2692,2093,126,Padre
2693,2094,2881,Padre
2694,2095,2809,Madre
2695,2096,1309,Madre
2696,2097,1488,Padre
2697,2098,3756,Madre
2698,2099,873,Padre
2699,2100,1967,Madre
2700,2101,1347,Padre
2701,2101,3469,Padre
2702,2102,3400,Madre
2703,2102,3451,Madre
2704,2103,3134,Padre
2705,2104,10,Madre
2706,2104,2543,Madre
2707,2104,3720,Madre
2708,2105,2169,Padre
2709,2106,2166,Madre
2710,2106,2371,Madre
2711,2106,3792,Madre
2712,2107,1794,Padre
2713,2108,213,Madre
2714,2109,192,Madre
2715,2109,2659,Madre
2716,2110,1565,Madre
2717,2111,3546,Madre
2718,2112,572,Padre
2719,2112,4067,Padre
2720,2113,3121,Madre
2721,2114,203,Madre
2722,2115,178,Padre
2723,2116,2794,Padre
2724,2117,3096,Madre
2725,2118,2430,Madre
2726,2119,1560,Padre
2727,2120,3261,Madre
2728,2121,3132,Padre
2729,2121,501,Padre
2730,2122,916,Padre
2731,2123,291,Padre
2732,2124,2849,Padre
2733,2125,3718,Padre
2734,2126,2103,Madre
2735,2126,768,Madre
2736,2126,1502,Madre
2737,2127,25,Padre
2738,2128,3334,Madre
2739,2129,2313,Padre
2740,2129,1918,Padre
2741,2130,928,Madre
2742,2131,1349,Padre
2743,2132,917,Padre
2744,2133,647,Padre
2745,2134,1520,Padre
2746,2134,2899,Padre
2747,2135,4031,Madre
2748,2136,2109,Madre
2749,2137,2716,Madre
2750,2138,816,Madre
2751,2138,3004,Madre
2752,2139,370,Madre
2753,2140,2932,Padre
2754,2141,1433,Madre
2755,2142,3473,Padre
2756,2143,563,Padre
2757,2144,3895,Padre
2758,2144,1225,Padre
2759,2145,3190,Madre
2760,2145,3559,Madre
2761,2146,1466,Madre
2762,2147,3833,Padre
2763,2148,2401,Madre
2764,2148,3843,Madre
2765,2149,472,Padre
2766,2150,154,Madre
2767,2151,3152,Padre
2768,2151,858,Padre
2769,2152,3744,Madre
2770,2153,1419,Madre
2771,2153,3165,Madre
2772,2153,2782,Madre
2773,2154,1317,Madre
2774,2155,163,Padre
2775,2156,2429,Madre
2776,2156,3885,Madre
2777,2157,1906,Madre
2778,2158,279,Padre
2779,2159,515,Padre
2780,2160,1877,Padre
2781,2161,740,Padre
2782,2162,2317,Madre
2783,2162,2287,Madre
2784,2162,3561,Madre
2785,2163,214,Padre
2786,2164,3154,Madre
2787,2165,931,Padre
2788,2166,3580,Padre
2789,2167,1860,Madre
2790,2168,2444,Padre
2791,2169,769,Madre
2792,2169,2637,Madre
2793,2170,2526,Padre
2794,2171,3366,Padre
2795,2172,542,Padre
2796,2173,2829,Madre
2797,2174,2857,Padre
2798,2175,298,Madre
2799,2176,2522,Padre
2800,2177,2793,Madre
2801,2178,1187,Padre
2802,2179,2925,Madre
2803,2180,1582,Padre
2804,2181,2184,Padre
2805,2182,2890,Madre
2806,2182,1888,Madre
2807,2183,1405,Madre
2808,2184,1070,Madre
2809,2185,4079,Madre
2810,2186,1789,Padre
2811,2187,3981,Madre
2812,2187,2029,Madre
2813,2188,1245,Madre
2814,2189,297,Madre
2815,2190,3242,Padre
2816,2190,1176,Padre
2817,2190,3957,Padre
2818,2191,601,Madre
2819,2192,880,Madre
2820,2193,3067,Padre
2821,2193,3181,Padre
2822,2194,4059,Padre
2823,2195,1821,Padre
2824,2196,2621,Padre
2825,2197,445,Padre
2826,2198,2360,Madre
2827,2199,4006,Padre
2828,2200,3574,Madre
2829,2201,2864,Madre
2830,2202,2528,Madre
2831,2202,173,Madre
2832,2203,311,Padre
2833,2204,2954,Padre
2834,2205,1716,Madre
2835,2205,3073,Madre
2836,2206,3045,Padre
2837,2207,3322,Madre
2838,2207,3591,Madre
2839,2208,3116,Padre
2840,2208,3316,Padre
2841,2209,2797,Padre
2842,2210,1280,Madre
2843,2211,3747,Madre
2844,2212,2744,Padre
2845,2213,3192,Madre
2846,2214,1975,Madre
2847,2215,885,Padre
2848,2216,3351,Madre
2849,2216,2643,Madre
2850,2217,2414,Padre
2851,2218,85,Padre
2852,2219,93,Padre
2853,2219,477,Padre
2854,2220,71,Madre
2855,2221,4051,Padre
2856,2221,1678,Padre
2857,2222,340,Padre
2858,2223,1904,Madre
2859,2224,1648,Madre
2860,2225,2777,Padre
2861,2226,361,Madre
2862,2227,3147,Madre
2863,2228,2374,Padre
2864,2229,3882,Madre
2865,2230,3099,Padre
2866,2231,1774,Madre
2867,2232,686,Madre
2868,2232,1947,Madre
2869,2233,3914,Madre
2870,2234,2820,Madre
2871,2234,396,Madre
2872,2235,2866,Padre
2873,2236,2724,Madre
2874,2237,1397,Madre
2875,2237,1866,Madre
2876,2238,2443,Madre
2877,2239,2821,Madre
2878,2240,3899,Madre
2879,2241,973,Padre
2880,2241,3286,Padre
2881,2242,1495,Padre
2882,2243,952,Madre
2883,2243,1391,Madre
2884,2244,1006,Padre
2885,2244,104,Padre
2886,2245,1525,Padre
2887,2245,3428,Padre
2888,2246,1183,Madre
2889,2246,3365,Madre
2890,2247,1868,Madre
2891,2248,1751,Padre
2892,2249,570,Padre
2893,2250,4029,Padre
2894,2251,3016,Padre
2895,2252,3689,Padre
2896,2253,499,Padre
2897,2254,111,Madre
2898,2255,3524,Padre
2899,2256,1607,Padre
2900,2256,2963,Padre
2901,2257,640,Madre
2902,2258,1921,Padre
2903,2259,2226,Madre
2904,2259,2714,Madre
2905,2260,2980,Padre
2906,2261,2912,Padre
2907,2261,2817,Padre
2908,2262,2612,Padre
2909,2263,295,Madre
2910,2264,2630,Madre
2911,2265,2615,Madre
2912,2265,2741,Madre
2913,2266,1614,Padre
2914,2266,3606,Padre
2915,2267,1475,Padre
2916,2268,2573,Madre
2917,2268,3761,Madre
2918,2269,3829,Madre
2919,2270,1337,Padre
2920,2271,3065,Madre
2921,2272,3717,Madre
2922,2273,3647,Padre
2923,2274,1285,Madre
2924,2275,1403,Madre
2925,2276,791,Padre
2926,2277,3810,Padre
2927,2277,2805,Padre
2928,2278,658,Madre
2929,2279,1052,Padre
2930,2280,522,Padre
2931,2280,3085,Padre
2932,2281,881,Madre
2933,2282,3325,Madre
2934,2282,228,Madre
2935,2283,573,Padre
2936,2284,3834,Madre
2937,2284,575,Madre
2938,2285,1248,Padre
2939,2286,3715,Madre
2940,2287,3397,Madre
2941,2288,3699,Padre
2942,2288,1948,Padre
2943,2289,754,Padre
2944,2290,2689,Padre
2945,2291,2450,Padre
2946,2292,4027,Padre
2947,2293,620,Madre
2948,2294,63,Padre
2949,2295,831,Padre
2950,2296,3174,Padre
2951,2297,4096,Madre
2952,2298,3945,Madre
2953,2299,303,Madre
2954,2299,1106,Madre
2955,2300,490,Padre
2956,2301,1064,Padre
2957,2301,2250,Padre
2958,2302,135,Madre
2959,2302,2489,Madre
2960,2303,2419,Padre
2961,2304,3064,Padre
2962,2305,2134,Madre
2963,2306,128,Madre
2964,2307,668,Padre
2965,2307,646,Padre
2966,2308,1922,Madre
2967,2308,682,Madre
2968,2309,3137,Madre
2969,2310,1920,Madre
2970,2310,2266,Madre
2971,2310,2955,Madre
2972,2311,2504,Madre
2973,2312,1022,Madre
2974,2313,2345,Padre
2975,2314,679,Padre
2976,2315,3919,Madre
2977,2315,3985,Madre
2978,2315,3094,Madre
2979,2316,1884,Padre
2980,2317,383,Padre
2981,2317,3727,Padre
2982,2318,1249,Padre
2983,2318,3827,Padre
2984,2319,3434,Madre
2985,2320,711,Madre
2986,2321,1616,Madre
2987,2322,1941,Madre
2988,2323,3683,Madre
2989,2324,687,Madre
2990,2325,465,Padre
2991,2325,144,Padre
2992,2325,264,Padre
2993,2326,1060,Padre
2994,2327,3318,Padre
2995,2328,1171,Padre
2996,2329,1447,Madre
2997,2330,1322,Padre
2998,2331,2901,Madre
2999,2332,1168,Madre
3000,2333,3047,Padre
3001,2334,3031,Madre
3002,2335,1443,Madre
3003,2336,190,Madre
3004,2337,707,Padre
3005,2338,3553,Padre
3006,2339,4077,Padre
3007,2340,3543,Madre
3008,2341,384,Madre
3009,2341,4030,Madre
3010,2341,3101,Madre
3011,2342,557,Madre
3012,2343,1170,Padre
3013,2344,2970,Madre
3014,2345,2035,Padre
3015,2345,127,Padre
3016,2346,719,Madre
3017,2347,1457,Padre
3018,2348,1886,Padre
3019,2348,382,Padre
3020,2349,357,Madre
3021,2350,3585,Madre
3022,2351,2967,Padre
3023,2352,2032,Madre
3024,2352,1513,Madre
3025,2353,597,Padre
3026,2354,3464,Padre
3027,2355,2488,Padre
3028,2356,562,Madre
3029,2357,855,Madre
3030,2357,3356,Madre
3031,2358,692,Madre
3032,2359,2143,Madre
3033,2360,2846,Madre
3034,2360,567,Madre
3035,2361,262,Madre
3036,2361,285,Madre
3037,2362,467,Madre
3038,2363,2235,Padre
3039,2364,2333,Madre
3040,2365,3626,Padre
3041,2366,536,Madre
3042,2367,1745,Madre
3043,2367,138,Madre
3044,2368,1462,Madre
3045,2369,3188,Padre
3046,2370,1721,Madre
3047,2371,3837,Padre
3048,2371,1724,Padre
3049,2372,2812,Padre
3050,2372,1562,Padre
3051,2372,2445,Padre
3052,2373,2270,Padre
3053,2374,551,Madre
3054,2375,302,Madre
3055,2376,553,Padre
3056,2377,3258,Padre
3057,2378,3650,Padre
3058,2379,813,Padre
3059,2380,432,Padre
3060,2381,3821,Padre
3061,2381,312,Padre
3062,2382,2908,Madre
3063,2382,1500,Madre
3064,2383,2952,Madre
3065,2384,2370,Padre
3066,2385,3552,Madre
3067,2386,2554,Madre
3068,2387,1044,Madre
3069,2388,3126,Padre
3070,2389,2259,Padre
3071,2390,209,Madre
3072,2391,3663,Padre
3073,2391,2834,Padre
3074,2392,3240,Padre
3075,2393,2342,Padre
3076,2393,3000,Padre
3077,2394,94,Padre
3078,2395,3846,Madre
3079,2395,628,Madre
3080,2396,2179,Madre
3081,2397,2609,Madre
3082,2398,2335,Padre
3083,2399,2100,Padre
3084,2400,3595,Madre
3085,2401,2858,Madre
3086,2402,3901,Madre
3087,2402,1697,Madre
3088,2403,2090,Madre
3089,2404,3221,Padre
3090,2405,333,Padre
3091,2406,1288,Padre
3092,2407,3227,Padre
3093,2408,1299,Madre
3094,2408,3066,Madre
3095,2409,187,Madre
3096,2410,605,Padre
3097,2411,3762,Padre
3098,2412,2473,Padre
3099,2413,1985,Madre
3100,2414,1548,Madre
3101,2415,2378,Madre
3102,2416,744,Padre
3103,2417,3783,Madre
3104,2418,2923,Padre
3105,2419,2943,Padre
3106,2420,1959,Madre
3107,2421,2570,Padre
3108,2422,3928,Madre
3109,2422,3576,Madre
3110,2423,2798,Padre
3111,2424,2223,Madre
3112,2425,166,Madre
3113,2426,767,Padre
3114,2427,129,Madre
3115,2428,1666,Padre
3116,2429,1047,Madre
3117,2429,3547,Madre
3118,2430,2988,Madre
3119,2431,3275,Madre
3120,2432,3681,Padre
3121,2433,669,Madre
3122,2434,1118,Padre
3123,2435,970,Padre
3124,2436,1585,Madre
3125,2437,517,Madre
3126,2438,2581,Padre
3127,2439,825,Padre
3128,2439,702,Padre
3129,2440,1507,Madre
3130,2441,3125,Padre
3131,2442,993,Madre
3132,2443,114,Padre
3133,2444,153,Madre
3134,2445,3007,Madre
3135,2446,492,Madre
3136,2446,2216,Madre
3137,2446,915,Madre
3138,2447,494,Madre
3139,2448,4023,Padre
3140,2449,1665,Madre
3141,2450,2535,Padre
3142,2451,321,Padre
3143,2452,851,Madre
3144,2453,3819,Madre
3145,2454,2297,Madre
3146,2454,2600,Madre
3147,2455,3074,Padre
3148,2456,583,Madre
3149,2457,822,Padre
3150,2458,414,Madre
3151,2459,345,Madre
3152,2460,678,Madre
3153,2461,2768,Madre
3154,2462,1383,Padre
3155,2463,56,Madre
3156,2464,2385,Padre
3157,2465,1240,Padre
3158,2465,2734,Padre
3159,2466,511,Madre
3160,2467,694,Padre
3161,2468,1694,Padre
3162,2469,3169,Madre
3163,2470,2383,Madre
3164,2471,3129,Madre
3165,2471,313,Madre
3166,2472,130,Madre
3167,2473,2720,Madre
3168,2474,2515,Madre
3169,2475,3774,Madre
3170,2475,1143,Madre
3171,2476,1218,Padre
3172,2477,643,Madre
3173,2478,91,Padre
3174,2478,1039,Padre
3175,2479,2127,Padre
3176,2480,3117,Padre
3177,2481,657,Madre
3178,2482,1516,Padre
3179,2483,755,Madre
3180,2484,1987,Madre
3181,2485,971,Madre
3182,2486,787,Padre
3183,2487,98,Padre
3184,2488,201,Madre
3185,2489,1973,Madre
3186,2490,1446,Padre
3187,2491,3778,Padre
3188,2492,3769,Madre
3189,2492,4095,Madre
3190,2493,1373,Padre
3191,2494,3412,Madre
3192,2495,3425,Padre
3193,2496,1587,Padre
3194,2497,1114,Madre
3195,2497,3900,Madre
3196,2498,2770,Padre
3197,2499,2942,Padre
3198,2500,2410,Madre
3199,2501,2879,Madre
3200,2502,2411,Madre
3201,2503,3517,Padre
3202,2504,786,Padre
3203,2505,3634,Madre
3204,2505,748,Madre
3205,2506,2081,Madre
3206,2507,1089,Madre
3207,2507,106,Madre
3208,2508,1226,Madre
3209,2508,519,Madre
3210,2508,1261,Madre
3211,2509,294,Padre
3212,2510,2743,Madre
3213,2510,835,Madre
3214,2511,2742,Madre
3215,2512,3203,Padre
3216,2513,3587,Madre
3217,2514,470,Madre
3218,2515,3233,Padre
3219,2516,2662,Madre
3220,2517,989,Madre
3221,2517,1258,Madre
3222,2518,3704,Madre
3223,2519,3742,Padre
3224,2519,336,Padre
3225,2520,241,Madre
3226,2521,2840,Madre
3227,2522,3501,Madre
3228,2523,2233,Madre
3229,2523,1986,Madre
3230,2524,580,Madre
3231,2525,1219,Padre
3232,2526,1727,Padre
3233,2526,3027,Padre
3234,2527,817,Madre
3235,2527,3830,Madre
3236,2528,1333,Padre
3237,2528,1547,Padre
3238,2529,1108,Madre
3239,2530,281,Madre
3240,2531,2191,Madre
3241,2531,587,Madre
3242,2532,1593,Madre
3243,2533,265,Padre
3244,2534,3207,Padre
3245,2535,904,Padre
3246,2536,2586,Madre
3247,2537,1508,Madre
3248,2538,2823,Padre
3249,2539,3832,Madre
3250,2540,2392,Padre
3251,2541,3698,Padre
3252,2541,4099,Padre
3253,2542,2779,Madre
3254,2543,750,Madre
3255,2544,2645,Padre
3256,2545,1881,Madre
3257,2545,2599,Madre
3258,2546,1703,Padre
3259,2547,2723,Padre
3260,2548,3691,Padre
3261,2549,4091,Madre
3262,2550,3581,Madre
3263,2551,1467,Padre
3264,2552,2321,Madre
3265,2553,2063,Madre
3266,2553,876,Madre
3267,2554,3210,Padre
3268,2555,3944,Madre
3269,2555,2490,Madre
3270,2556,217,Padre
3271,2557,3946,Madre
3272,2557,3504,Madre
3273,2558,1600,Padre
3274,2558,3120,Padre
3275,2558,1710,Padre
3276,2559,3883,Padre
3277,2560,907,Madre
3278,2560,1306,Madre
3279,2561,2589,Padre
3280,2562,1966,Padre
3281,2563,781,Madre
3282,2564,3862,Madre
3283,2564,3842,Madre
3284,2565,1856,Madre
3285,2565,121,Madre
3286,2566,2477,Madre
3287,2567,1376,Madre
3288,2567,524,Madre
3289,2568,2456,Madre
3290,2569,2948,Madre
3291,2570,1680,Padre
3292,2571,502,Madre
3293,2572,3380,Madre
3294,2573,3823,Padre
3295,2574,1369,Padre
3296,2575,723,Padre
3297,2575,2209,Padre
3298,2575,3178,Padre
3299,2576,706,Madre
3300,2577,1736,Madre
3301,2577,1206,Madre
3302,2578,3435,Madre
3303,2579,3872,Madre
3304,2579,1212,Madre
3305,2580,4061,Madre
3306,2581,2872,Madre
3307,2582,1169,Padre
3308,2583,3548,Padre
3309,2584,3248,Padre
3310,2585,2918,Madre
3311,2586,1595,Madre
3312,2587,3225,Padre
3313,2588,2427,Padre
3314,2589,2772,Padre
3315,2590,2028,Padre
3316,2591,543,Madre
3317,2592,1939,Madre
3318,2593,2764,Madre
3319,2593,237,Madre
3320,2594,3191,Madre
3321,2594,3631,Madre
3322,2595,468,Madre
3323,2595,1201,Madre
3324,2596,3664,Madre
3325,2596,1482,Madre
3326,2597,2431,Madre
3327,2598,648,Padre
3328,2599,1100,Padre
3329,2599,3022,Padre
3330,2599,387,Padre
3331,2600,3106,Padre
3332,2601,2546,Madre
3333,2602,223,Padre
3334,2603,1325,Madre
3335,2604,3373,Madre
3336,2605,3320,Madre
3337,2606,47,Padre
3338,2607,3416,Madre
3339,2607,2556,Madre
3340,2608,120,Padre
3341,2609,90,Madre
3342,2609,2117,Madre
3343,2610,3086,Madre
3344,2611,376,Madre
3345,2612,3512,Padre
3346,2612,69,Padre
3347,2612,3176,Padre
3348,2613,1297,Padre
3349,2613,886,Padre
3350,2614,3390,Padre
3351,2614,3730,Padre
3352,2615,2591,Padre
3353,2616,1388,Padre
3354,2616,2244,Padre
3355,2617,498,Padre
3356,2618,841,Madre
3357,2619,2652,Madre
3358,2620,484,Padre
3359,2621,1265,Padre
3360,2621,1411,Padre
3361,2622,2280,Padre
3362,2623,1618,Madre
3363,2624,890,Padre
3364,2625,3934,Madre
3365,2625,1609,Madre
3366,2626,1094,Padre
3367,2627,523,Padre
3368,2628,2020,Padre
3369,2629,1362,Madre
3370,2629,2856,Madre
3371,2630,3982,Madre
3372,2631,3164,Padre
3373,2631,3271,Padre
3374,2631,1572,Padre
3375,2632,4018,Madre
3376,2632,1011,Madre
3377,2633,2911,Madre
3378,2633,3875,Madre
3379,2634,2594,Madre
3380,2635,3170,Padre
3381,2636,72,Padre
3382,2637,358,Padre
3383,2638,2213,Padre
3384,2639,225,Padre
3385,2640,2195,Padre
3386,2641,474,Padre
3387,2641,664,Padre
3388,2642,3569,Padre
3389,2643,3749,Madre
3390,2644,1177,Padre
3391,2645,1730,Padre
3392,2646,2767,Padre
3393,2647,533,Padre
3394,2648,2181,Padre
3395,2649,1830,Padre
3396,2650,946,Padre
3397,2650,1544,Padre
3398,2651,528,Padre
3399,2651,2163,Padre
3400,2652,3970,Madre
3401,2653,3849,Madre
3402,2654,3051,Padre
3403,2655,3838,Madre
3404,2655,338,Madre
3405,2656,1780,Padre
3406,2657,2981,Madre
3407,2657,132,Madre
3408,2658,2458,Padre
3409,2658,1598,Padre
3410,2659,2838,Padre
3411,2660,863,Madre
3412,2661,3053,Padre
3413,2662,263,Madre
3414,2662,3069,Madre
3415,2662,1119,Madre
3416,2663,1165,Padre
3417,2663,807,Padre
3418,2664,3841,Padre
3419,2664,893,Padre
3420,2665,1898,Padre
3421,2665,3281,Padre
3422,2666,2681,Madre
3423,2667,2193,Madre
3424,2668,1424,Padre
3425,2669,2592,Madre
3426,2670,2301,Madre
3427,2671,2190,Madre
3428,2672,1573,Madre
3429,2673,1964,Madre
3430,2674,3903,Padre
3431,2674,582,Padre
3432,2674,277,Padre
3433,2675,3630,Padre
3434,2676,2038,Padre
3435,2677,3844,Padre
3436,2678,2224,Madre
3437,2679,2640,Padre
3438,2680,3163,Madre
3439,2681,3389,Padre
3440,2681,3033,Padre
3441,2682,1157,Padre
3442,2683,2969,Padre
3443,2683,1408,Padre
3444,2684,3039,Padre
3445,2685,2238,Madre
3446,2686,1465,Madre
3447,2686,1013,Madre
3448,2687,2136,Madre
3449,2687,2485,Madre
3450,2687,2327,Madre
3451,2688,3637,Madre
3452,2689,68,Madre
3453,2690,1942,Madre
3454,2691,188,Padre
3455,2691,334,Padre
3456,2692,3813,Padre
3457,2693,1796,Padre
3458,2694,1304,Padre
3459,2695,1487,Padre
3460,2696,2909,Padre
3461,2697,1298,Padre
3462,2698,1321,Madre
3463,2698,1033,Madre
3464,2699,3567,Padre
